結構類型,站間里程,連續里程,備註,座標N值,座標E值,高程_m
高架路段,4+010.0,68+210.181,,2771796.535,298766.760,23.727
高架路段,4+020.0,68+220.181,,2771805.432,298762.195,23.687
高架路段,4+030.0,68+230.181,,2771814.362,298757.693,23.670
高架路段,4+040.0,68+240.181,,2771823.323,298753.256,23.670
高架路段,4+050.0,68+250.181,,2771832.316,298748.883,23.670
高架路段,4+060.0,68+260.181,,2771841.335,298744.564,23.670
高架路段,4+070.0,68+270.181,,2771850.369,298740.276,23.670
高架路段,4+080.0,68+280.181,,2771859.406,298735.994,23.670
高架路段,4+090.0,68+290.181,,2771868.443,298731.712,23.670
高架路段,4+100.0,68+300.181,,2771877.480,298727.431,23.670
高架路段,4+110.0,68+310.181,,2771886.517,298723.149,23.670
高架路段,4+120.0,68+320.181,,2771895.554,298718.868,23.670
高架路段,4+130.0,68+330.181,,2771904.591,298714.586,23.670
高架車站,0+000.0,68+339.792,A2(三重站),2771913.276,298710.471,23.670
高架路段,0+010.0,68+349.792,,2771922.313,298706.190,23.670
高架路段,0+020.0,68+359.792,,2771931.350,298701.908,23.670
高架路段,0+030.0,68+369.792,,2771940.387,298697.627,23.670
高架路段,0+040.0,68+379.792,,2771949.424,298693.345,23.670
高架路段,0+050.0,68+389.792,,2771958.461,298689.063,23.670
高架路段,0+060.0,68+399.792,,2771967.498,298684.782,23.670
高架路段,0+070.0,68+409.792,,2771976.536,298680.500,23.670
高架路段,0+080.0,68+419.792,,2771985.573,298676.219,23.670
高架路段,0+090.0,68+429.792,,2771994.610,298671.937,23.670
高架路段,0+100.0,68+439.792,,2772003.647,298667.656,23.670
高架路段,0+110.0,68+449.792,,2772012.684,298663.374,23.670
高架路段,0+120.0,68+459.792,,2772021.721,298659.092,23.670
高架路段,0+130.0,68+469.792,,2772030.758,298654.811,23.670
高架路段,0+140.0,68+479.792,,2772039.795,298650.529,23.670
高架路段,0+150.0,68+489.792,,2772048.832,298646.248,23.670
高架路段,0+160.0,68+499.792,,2772057.869,298641.966,23.670
高架路段,0+170.0,68+509.792,,2772066.906,298637.685,23.670
高架路段,0+180.0,68+519.792,,2772075.943,298633.403,23.670
高架路段,0+190.0,68+529.792,,2772084.980,298629.121,23.670
高架路段,0+200.0,68+539.792,,2772094.017,298624.840,23.670
高架路段,0+210.0,68+549.792,,2772103.054,298620.558,23.670
高架路段,0+220.0,68+559.792,,2772112.091,298616.277,23.670
高架路段,0+230.0,68+569.792,,2772121.128,298611.995,23.670
高架路段,0+240.0,68+579.792,,2772130.165,298607.714,23.670
高架路段,0+250.0,68+589.792,,2772139.202,298603.432,23.670
高架路段,0+260.0,68+599.792,,2772148.239,298599.150,23.670
高架路段,0+270.0,68+609.792,,2772157.277,298594.870,23.674
高架路段,0+280.0,68+619.792,,2772166.320,298590.600,23.681
高架路段,0+290.0,68+629.792,,2772175.375,298586.359,23.688
高架路段,0+300.0,68+639.792,,2772184.452,298582.161,23.690
高架路段,0+310.0,68+649.792,,2772193.551,298578.014,23.690
高架路段,0+320.0,68+659.792,,2772202.674,298573.917,23.690
高架路段,0+330.0,68+669.792,,2772211.818,298569.871,23.688
高架路段,0+340.0,68+679.792,,2772220.983,298565.870,23.682
高架路段,0+350.0,68+689.792,,2772230.161,298561.899,23.675
高架路段,0+360.0,68+699.792,,2772239.344,298557.940,23.670
高架路段,0+370.0,68+709.792,,2772248.527,298553.982,23.670
高架路段,0+380.0,68+719.792,,2772257.711,298550.024,23.670
高架路段,0+390.0,68+729.792,,2772266.894,298546.065,23.675
高架路段,0+400.0,68+739.792,,2772276.071,298542.093,23.682
高架路段,0+410.0,68+749.792,,2772285.235,298538.090,23.689
高架路段,0+420.0,68+759.792,,2772294.379,298534.042,23.690
高架路段,0+430.0,68+769.792,,2772303.500,298529.943,23.690
高架路段,0+440.0,68+779.792,,2772312.599,298525.794,23.690
高架路段,0+450.0,68+789.792,,2772321.674,298521.594,23.690
高架路段,0+460.0,68+799.792,,2772330.726,298517.344,23.686
高架路段,0+470.0,68+809.792,,2772339.760,298513.056,23.679
高架路段,0+480.0,68+819.792,,2772348.783,298508.745,23.672
高架路段,0+490.0,68+829.792,,2772357.803,298504.427,23.670
高架路段,0+500.0,68+839.792,,2772366.823,298500.110,23.670
高架路段,0+510.0,68+849.792,,2772375.843,298495.793,23.670
高架路段,0+520.0,68+859.792,,2772384.863,298491.475,23.670
高架路段,0+530.0,68+869.792,,2772393.883,298487.158,23.670
高架路段,0+540.0,68+879.792,,2772402.903,298482.840,23.670
高架路段,0+550.0,68+889.792,,2772411.923,298478.523,23.670
高架路段,0+560.0,68+899.792,,2772420.943,298474.205,23.670
高架路段,0+570.0,68+909.792,,2772429.962,298469.888,23.670
高架路段,0+580.0,68+919.792,,2772438.982,298465.571,23.670
高架路段,0+590.0,68+929.792,,2772448.002,298461.253,23.670
高架路段,0+600.0,68+939.792,,2772457.022,298456.936,23.670
高架路段,0+610.0,68+949.792,,2772466.042,298452.618,23.670
高架路段,0+620.0,68+959.792,,2772475.062,298448.301,23.670
高架路段,0+630.0,68+969.792,,2772484.082,298443.984,23.670
高架路段,0+640.0,68+979.792,,2772493.102,298439.666,23.670
高架路段,0+650.0,68+989.792,,2772502.122,298435.349,23.670
高架路段,0+660.0,68+999.792,,2772511.142,298431.031,23.670
高架路段,0+670.0,69+009.792,,2772520.162,298426.714,23.670
高架路段,0+680.0,69+019.792,,2772529.182,298422.396,23.670
高架路段,0+690.0,69+029.792,,2772538.202,298418.079,23.670
高架路段,0+700.0,69+039.792,,2772547.222,298413.762,23.670
高架路段,0+710.0,69+049.792,,2772556.242,298409.444,23.670
高架路段,0+720.0,69+059.792,,2772565.262,298405.127,23.670
高架路段,0+730.0,69+069.792,,2772574.282,298400.809,23.670
高架路段,0+740.0,69+079.792,,2772583.302,298396.492,23.670
高架路段,0+750.0,69+089.792,,2772592.322,298392.175,23.670
高架路段,0+760.0,69+099.792,,2772601.342,298387.857,23.670
高架路段,0+770.0,69+109.792,,2772610.362,298383.540,23.670
高架路段,0+780.0,69+119.792,,2772619.382,298379.222,23.670
高架路段,0+790.0,69+129.792,,2772628.402,298374.905,23.670
高架路段,0+800.0,69+139.792,,2772637.422,298370.587,23.672
高架路段,0+810.0,69+149.792,,2772646.439,298366.264,23.676
高架路段,0+820.0,69+159.792,,2772655.450,298361.927,23.679
高架路段,0+830.0,69+169.792,,2772664.450,298357.569,23.683
高架路段,0+840.0,69+179.792,,2772673.436,298353.181,23.686
高架路段,0+850.0,69+189.792,,2772682.403,298348.755,23.690
高架路段,0+860.0,69+199.792,,2772691.347,298344.283,23.693
高架路段,0+870.0,69+209.792,,2772700.265,298339.757,23.697
高架路段,0+880.0,69+219.792,,2772709.150,298335.170,23.700
高架路段,0+890.0,69+229.792,,2772717.999,298330.512,23.704
高架路段,0+900.0,69+239.792,,2772726.808,298325.778,23.705
高架路段,0+910.0,69+249.792,,2772735.572,298320.964,23.704
高架路段,0+920.0,69+259.792,,2772744.293,298316.070,23.703
高架路段,0+930.0,69+269.792,,2772752.969,298311.097,23.702
高架路段,0+940.0,69+279.792,,2772761.599,298306.046,23.700
高架路段,0+950.0,69+289.792,,2772770.183,298300.916,23.697
高架路段,0+960.0,69+299.792,,2772778.720,298295.709,23.694
高架路段,0+970.0,69+309.792,,2772787.210,298290.424,23.691
高架路段,0+980.0,69+319.792,,2772795.651,298285.062,23.688
高架路段,0+990.0,69+329.792,,2772804.043,298279.623,23.685
高架路段,1+000.0,69+339.792,,2772812.385,298274.109,23.682
高架路段,1+010.0,69+349.792,,2772820.676,298268.519,23.679
高架路段,1+020.0,69+359.792,,2772828.917,298262.854,23.676
高架路段,1+030.0,69+369.792,,2772837.105,298257.114,23.673
高架路段,1+040.0,69+379.792,,2772845.241,298251.300,23.670
高架路段,1+050.0,69+389.792,,2772853.324,298245.412,23.667
高架路段,1+060.0,69+399.792,,2772861.353,298239.451,23.663
高架路段,1+070.0,69+409.792,,2772869.328,298233.417,23.660
高架路段,1+080.0,69+419.792,,2772877.247,298227.311,23.657
高架路段,1+090.0,69+429.792,,2772885.111,298221.133,23.654
高架路段,1+100.0,69+439.792,,2772892.918,298214.884,23.651
高架路段,1+110.0,69+449.792,,2772900.667,298208.565,23.648
高架路段,1+120.0,69+459.792,,2772908.359,298202.175,23.645
高架路段,1+130.0,69+469.792,,2772915.993,298195.715,23.642
高架路段,1+140.0,69+479.792,,2772923.568,298189.186,23.639
高架路段,1+150.0,69+489.792,,2772931.083,298182.589,23.636
高架路段,1+160.0,69+499.792,,2772938.538,298175.924,23.633
高架路段,1+170.0,69+509.792,,2772945.931,298169.191,23.630
高架路段,1+180.0,69+519.792,,2772953.264,298162.391,23.627
高架路段,1+190.0,69+529.792,,2772960.534,298155.525,23.624
高架路段,1+200.0,69+539.792,,2772967.741,298148.593,23.620
高架路段,1+210.0,69+549.792,,2772974.885,298141.596,23.617
高架路段,1+220.0,69+559.792,,2772981.966,298134.534,23.614
高架路段,1+230.0,69+569.792,,2772988.981,298127.408,23.611
高架路段,1+240.0,69+579.792,,2772995.932,298120.219,23.608
高架路段,1+250.0,69+589.792,,2773002.817,298112.966,23.605
高架路段,1+260.0,69+599.792,,2773009.636,298105.652,23.602
高架路段,1+270.0,69+609.792,,2773016.388,298098.276,23.599
高架路段,1+280.0,69+619.792,,2773023.073,298090.838,23.596
高架路段,1+290.0,69+629.792,,2773029.689,298083.341,23.593
高架路段,1+300.0,69+639.792,,2773036.238,298075.783,23.590
高架路段,1+310.0,69+649.792,,2773042.717,298068.166,23.587
高架路段,1+320.0,69+659.792,,2773049.127,298060.491,23.584
高架路段,1+330.0,69+669.792,,2773055.467,298052.757,23.580
高架路段,1+340.0,69+679.792,,2773061.736,298044.966,23.577
高架路段,1+350.0,69+689.792,,2773067.935,298037.119,23.574
高架路段,1+360.0,69+699.792,,2773074.061,298029.216,23.571
高架路段,1+370.0,69+709.792,,2773080.116,298021.257,23.568
高架路段,1+380.0,69+719.792,,2773086.098,298013.243,23.565
高架路段,1+390.0,69+729.792,,2773092.006,298005.176,23.562
高架路段,1+400.0,69+739.792,,2773097.842,297997.055,23.559
高架路段,1+410.0,69+749.792,,2773103.603,297988.881,23.556
高架路段,1+420.0,69+759.792,,2773109.289,297980.656,23.553
高架路段,1+430.0,69+769.792,,2773114.901,297972.379,23.550
高架路段,1+440.0,69+779.792,,2773120.437,297964.051,23.547
高架路段,1+450.0,69+789.792,,2773125.897,297955.673,23.544
高架路段,1+460.0,69+799.792,,2773131.281,297947.246,23.541
高架路段,1+470.0,69+809.792,,2773136.588,297938.771,23.537
高架路段,1+480.0,69+819.792,,2773141.818,297930.247,23.534
高架路段,1+490.0,69+829.792,,2773146.970,297921.677,23.531
高架路段,1+500.0,69+839.792,,2773152.045,297913.060,23.524
高架路段,1+510.0,69+849.792,,2773157.051,297904.403,23.518
高架路段,1+520.0,69+859.792,,2773161.994,297895.711,23.511
高架路段,1+530.0,69+869.792,,2773166.883,297886.987,23.505
高架路段,1+540.0,69+879.792,,2773171.724,297878.237,23.498
高架路段,1+550.0,69+889.792,,2773176.526,297869.466,23.492
高架路段,1+560.0,69+899.792,,2773181.298,297860.677,23.485
高架路段,1+570.0,69+909.792,,2773186.045,297851.876,23.478
高架路段,1+580.0,69+919.792,,2773190.778,297843.067,23.472
高架路段,1+590.0,69+929.792,,2773195.503,297834.254,23.466
高架路段,1+600.0,69+939.792,,2773200.227,297825.440,23.462
高架路段,1+610.0,69+949.792,,2773204.951,297816.626,23.459
高架路段,1+620.0,69+959.792,,2773209.676,297807.812,23.456
高架路段,1+630.0,69+969.792,,2773214.400,297798.999,23.441
高架路段,1+640.0,69+979.792,,2773219.124,297790.185,23.412
高架路段,1+650.0,69+989.792,,2773223.848,297781.371,23.369
高架路段,1+660.0,69+999.792,,2773228.572,297772.557,23.311
高架路段,1+670.0,70+009.792,,2773233.296,297763.744,23.239
高架路段,1+680.0,70+019.792,,2773238.021,297754.930,23.153
高架路段,1+690.0,70+029.792,,2773242.745,297746.116,23.063
高架路段,1+700.0,70+039.792,,2773247.469,297737.302,22.973
高架路段,1+710.0,70+049.792,,2773252.193,297728.489,22.884
高架路段,1+720.0,70+059.792,,2773256.917,297719.675,22.794
高架路段,1+730.0,70+069.792,,2773261.641,297710.861,22.704
高架路段,1+740.0,70+079.792,,2773266.365,297702.047,22.615
高架路段,1+750.0,70+089.792,,2773271.090,297693.234,22.525
高架路段,1+760.0,70+099.792,,2773275.814,297684.420,22.435
高架路段,1+770.0,70+109.792,,2773280.538,297675.606,22.346
高架路段,1+780.0,70+119.792,,2773285.262,297666.792,22.256
高架路段,1+790.0,70+129.792,,2773289.986,297657.979,22.166
高架路段,1+800.0,70+139.792,,2773294.710,297649.165,22.077
高架路段,1+810.0,70+149.792,,2773299.435,297640.351,21.987
高架路段,1+820.0,70+159.792,,2773304.159,297631.537,21.897
高架路段,1+830.0,70+169.792,,2773308.883,297622.724,21.808
高架路段,1+840.0,70+179.792,,2773313.607,297613.910,21.718
高架路段,1+850.0,70+189.792,,2773318.331,297605.096,21.628
高架路段,1+860.0,70+199.792,,2773323.055,297596.282,21.539
高架路段,1+870.0,70+209.792,,2773327.780,297587.469,21.449
高架路段,1+880.0,70+219.792,,2773332.504,297578.655,21.359
高架路段,1+890.0,70+229.792,,2773337.228,297569.841,21.270
高架路段,1+900.0,70+239.792,,2773341.952,297561.027,21.180
高架路段,1+910.0,70+249.792,,2773346.676,297552.214,21.090
高架路段,1+920.0,70+259.792,,2773351.400,297543.400,21.001
高架路段,1+930.0,70+269.792,,2773356.119,297534.583,20.918
高架路段,1+940.0,70+279.792,,2773360.806,297525.750,20.836
高架路段,1+950.0,70+289.792,,2773365.430,297516.883,20.754
高架路段,1+960.0,70+299.792,,2773369.959,297507.967,20.672
高架路段,1+970.0,70+309.792,,2773374.359,297498.987,20.590
高架路段,1+980.0,70+319.792,,2773378.598,297489.931,20.508
高架路段,1+990.0,70+329.792,,2773382.642,297480.785,20.425
高架路段,2+000.0,70+339.792,,2773386.456,297471.541,20.343
高架路段,2+010.0,70+349.792,,2773390.009,297462.194,20.253
高架路段,2+020.0,70+359.792,,2773393.295,297452.750,20.164
高架路段,2+030.0,70+369.792,,2773396.309,297443.215,20.074
高架路段,2+040.0,70+379.792,,2773399.049,297433.598,19.984
高架路段,2+050.0,70+389.792,,2773401.514,297423.907,19.895
高架路段,2+060.0,70+399.792,,2773403.700,297414.149,19.805
高架路段,2+070.0,70+409.792,,2773405.608,297404.333,19.715
高架路段,2+080.0,70+419.792,,2773407.233,297394.467,19.626
高架路段,2+090.0,70+429.792,,2773408.577,297384.558,19.536
高架路段,2+100.0,70+439.792,,2773409.637,297374.614,19.446
高架路段,2+110.0,70+449.792,,2773410.412,297364.645,19.357
高架路段,2+120.0,70+459.792,,2773410.902,297354.657,19.267
高架路段,2+130.0,70+469.792,,2773411.106,297344.659,19.177
高架路段,2+140.0,70+479.792,,2773411.025,297334.660,19.088
高架路段,2+150.0,70+489.792,,2773410.659,297324.667,18.998
高架路段,2+160.0,70+499.792,,2773410.007,297314.689,18.908
高架路段,2+170.0,70+509.792,,2773409.070,297304.733,18.819
高架路段,2+180.0,70+519.792,,2773407.849,297294.808,18.729
高架路段,2+190.0,70+529.792,,2773406.345,297284.922,18.639
高架路段,2+200.0,70+539.792,,2773404.559,297275.083,18.550
高架路段,2+210.0,70+549.792,,2773402.493,297265.299,18.460
高架路段,2+220.0,70+559.792,,2773400.149,297255.579,18.370
高架路段,2+230.0,70+569.792,,2773397.527,297245.929,18.281
高架路段,2+240.0,70+579.792,,2773394.631,297236.358,18.191
高架路段,2+250.0,70+589.792,,2773391.463,297226.873,18.101
高架路段,2+260.0,70+599.792,,2773388.025,297217.483,18.012
高架路段,2+270.0,70+609.792,,2773384.320,297208.195,17.922
高架路段,2+280.0,70+619.792,,2773380.352,297199.017,17.832
高架路段,2+290.0,70+629.792,,2773376.122,297189.955,17.743
高架路段,2+300.0,70+639.792,,2773371.636,297181.018,17.653
高架路段,2+310.0,70+649.792,,2773366.896,297172.213,17.563
高架路段,2+320.0,70+659.792,,2773361.907,297163.548,17.474
高架路段,2+330.0,70+669.792,,2773356.672,297155.028,17.384
高架路段,2+340.0,70+679.792,,2773351.196,297146.661,17.294
高架路段,2+350.0,70+689.792,,2773345.483,297138.454,17.205
高架路段,2+360.0,70+699.792,,2773339.538,297130.413,17.115
高架路段,2+370.0,70+709.792,,2773333.365,297122.546,17.025
高架路段,2+380.0,70+719.792,,2773326.971,297114.858,16.936
高架路段,2+390.0,70+729.792,,2773320.359,297107.356,16.846
高架路段,2+400.0,70+739.792,,2773313.536,297100.046,16.756
高架路段,2+410.0,70+749.792,,2773306.507,297092.934,16.666
高架路段,2+420.0,70+759.792,,2773299.277,297086.025,16.577
高架路段,2+430.0,70+769.792,,2773291.853,297079.326,16.487
高架路段,2+440.0,70+779.792,,2773284.241,297072.842,16.397
高架路段,2+450.0,70+789.792,,2773276.447,297066.577,16.303
高架路段,2+460.0,70+799.792,,2773268.492,297060.518,16.206
高架路段,2+470.0,70+809.792,,2773260.400,297054.642,16.109
高架路段,2+480.0,70+819.792,,2773252.198,297048.923,16.012
高架路段,2+490.0,70+829.792,,2773243.907,297043.331,15.914
高架路段,2+500.0,70+839.792,,2773248.891,297046.672,15.973
高架路段,2+510.0,70+849.792,,2773227.146,297032.420,15.720
高架路段,2+520.0,70+859.792,,2773218.716,297027.041,15.623
高架路段,2+530.0,70+869.792,,2773210.279,297021.674,15.530
高架路段,2+540.0,70+879.792,,2773201.841,297016.307,15.441
高架路段,2+550.0,70+889.792,,2773193.403,297010.940,15.351
高架路段,2+560.0,70+899.792,,2773184.965,297005.574,15.261
高架路段,2+570.0,70+909.792,,2773176.527,297000.207,15.179
高架路段,2+580.0,70+919.792,,2773168.089,296994.840,15.109
高架路段,2+590.0,70+929.792,,2773159.651,296989.474,15.051
高架路段,2+600.0,70+939.792,,2773165.557,296993.230,15.090
高架路段,2+610.0,70+949.792,,2773142.775,296978.740,14.972
高架路段,2+620.0,70+959.792,,2773134.337,296973.373,14.951
高架路段,2+630.0,70+969.792,,2773125.899,296968.007,14.935
高架路段,2+640.0,70+979.792,,2773117.461,296962.640,14.919
高架路段,2+650.0,70+989.792,,2773109.023,296957.273,14.903
高架路段,2+660.0,70+999.792,,2773100.585,296951.907,14.887
高架路段,2+670.0,71+009.792,,2773092.147,296946.540,14.871
高架路段,2+680.0,71+019.792,,2773083.709,296941.173,14.855
高架路段,2+690.0,71+029.792,,2773075.272,296935.807,14.840
高架路段,2+700.0,71+039.792,,2773066.834,296930.440,14.824
高架路段,2+710.0,71+049.792,,2773058.396,296925.073,14.808
高架路段,2+720.0,71+059.792,,2773049.958,296919.707,14.792
高架路段,2+730.0,71+069.792,,2773041.520,296914.340,14.776
高架路段,2+740.0,71+079.792,,2773033.082,296908.973,14.760
高架路段,2+750.0,71+089.792,,2773024.644,296903.607,14.744
高架路段,2+760.0,71+099.792,,2773016.206,296898.240,14.728
高架路段,2+770.0,71+109.792,,2773007.768,296892.873,14.712
高架路段,2+780.0,71+119.792,,2772999.330,296887.507,14.696
高架路段,2+790.0,71+129.792,,2772990.892,296882.140,14.680
高架路段,2+800.0,71+139.792,,2772982.454,296876.773,14.664
高架路段,2+810.0,71+149.792,,2772974.016,296871.407,14.649
高架路段,2+820.0,71+159.792,,2772965.578,296866.040,14.633
高架路段,2+830.0,71+169.792,,2772957.140,296860.673,14.617
高架路段,2+840.0,71+179.792,,2772948.703,296855.307,14.601
